0	0.619367
1	0.647903
2	0.695053
3	0.689845
4	0.663693
5	0.641739
6	0.638668
7	0.672099
8	0.715087
9	0.69798
10	0.716992
11	0.737177
12	0.737381
13	0.732603
14	0.717502
15	0.702599
16	0.692572
17	0.705203
18	0.706181
19	0.708781
20	0.702767
21	0.699725
22	0.688616
23	0.688994
24	0.704085
25	0.698589
26	0.704026
27	0.71197
28	0.71443
29	0.70671
30	0.716232
31	0.712123
32	0.709044
33	0.70157
34	0.702865
35	0.696726
36	0.691344
37	0.689919
38	0.69038
39	0.689679
40	0.689864
41	0.693838
42	0.690548
43	0.690822
44	0.687565
45	0.688068
46	0.696226
47	0.689958
48	0.692397
49	0.687328
50	0.686183
51	0.685187
52	0.68314
53	0.683999
54	0.685215
55	0.690919
56	0.692352
57	0.696315
58	0.692392
59	0.688384
60	0.688113
61	0.688309
62	0.683246
63	0.685232
64	0.68625
65	0.689617
66	0.685962
67	0.685823
68	0.689556
69	0.687615
70	0.690935
71	0.692512
72	0.695383
73	0.69301
74	0.691807
75	0.690082
76	0.688047
77	0.68957
78	0.686081
79	0.68322
80	0.680774
81	0.683069
82	0.682928
83	0.681183
84	0.683779
85	0.688376
86	0.688221
87	0.687052
88	0.685645
89	0.686664
90	0.684037
91	0.686932
92	0.68888
93	0.695196
94	0.695093
95	0.693036
96	0.691492
97	0.690976
98	0.689156
99	0.688092
100	0.686419
101	0.686372
102	0.68626
103	0.685588
104	0.684102
105	0.685196
106	0.683775
107	0.684687
108	0.68626
109	0.684875
110	0.683284
111	0.681386
112	0.680592
113	0.67948
114	0.677932
115	0.675703
116	0.676359
117	0.677168
118	0.674061
119	0.674291
120	0.673893
121	0.67586
122	0.676532
123	0.677021
124	0.67757
125	0.679783
126	0.678617
127	0.678151
128	0.679833
129	0.678769
130	0.678962
131	0.677417
132	0.677451
133	0.681924
134	0.680338
135	0.681078
136	0.680124
137	0.681618
138	0.682033
139	0.681297
140	0.68162
141	0.680603
142	0.681971
143	0.681994
144	0.681783
145	0.682767
146	0.683366
147	0.681873
148	0.682501
149	0.683175
150	0.685534
151	0.686143
152	0.68616
153	0.686491
154	0.68544
155	0.684801
156	0.685002
157	0.686231
158	0.68559
159	0.687005
160	0.687565
161	0.687634
162	0.687818
163	0.690052
164	0.689921
165	0.689303
166	0.689243
167	0.689167
168	0.688029
169	0.686754
170	0.687548
171	0.690301
172	0.690886
173	0.691009
174	0.690529
175	0.689653
176	0.691785
177	0.692324
178	0.691288
179	0.6912
180	0.691194
181	0.690168
182	0.689464
183	0.689441
184	0.688236
185	0.687594
186	0.686952
187	0.6865
188	0.688928
189	0.687888
190	0.687876
191	0.686207
192	0.686213
193	0.685703
194	0.685579
195	0.685436
196	0.684959
197	0.682894
198	0.683821
199	0.68477
200	0.683437
201	0.684602
202	0.685514
203	0.685347
204	0.685339
205	0.684591
206	0.686194
207	0.686098
208	0.687939
209	0.687599
210	0.689034
211	0.688325
212	0.687262
213	0.688112
214	0.68747
215	0.687711
216	0.689107
217	0.688558
218	0.688354
219	0.687324
220	0.687907
221	0.689391
222	0.689081
223	0.689544
224	0.69023
225	0.690639
226	0.690889
227	0.690278
228	0.691015
229	0.693865
230	0.694233
231	0.694504
232	0.693882
233	0.69346
234	0.692928
235	0.692575
236	0.691183
237	0.691006
238	0.690298
239	0.689782
240	0.689548
241	0.689494
242	0.688834
243	0.687943
244	0.689204
245	0.688258
246	0.689017
247	0.688376
248	0.687898
249	0.690751
250	0.690918
251	0.691662
252	0.691304
253	0.691884
254	0.692555
255	0.693531
256	0.693005
257	0.692633
258	0.691579
259	0.690391
260	0.690721
261	0.689639
262	0.688954
263	0.689171
264	0.690496
265	0.689671
266	0.68872
267	0.687668
268	0.687421
269	0.687735
270	0.687782
271	0.686778
272	0.686814
273	0.68692
274	0.686723
275	0.685375
276	0.684875
277	0.684452
278	0.684884
279	0.684456
280	0.684034
281	0.683627
282	0.683511
283	0.683021
284	0.682685
285	0.682937
286	0.682155
287	0.681433
288	0.68157
289	0.681726
290	0.680693
291	0.679818
292	0.681413
293	0.682093
294	0.682562
295	0.682954
296	0.682122
297	0.681879
298	0.682118
299	0.681816
300	0.681429
301	0.681017
302	0.680367
303	0.680286
304	0.679627
305	0.679868
306	0.6803
307	0.680004
308	0.679844
309	0.679727
310	0.679516
311	0.678971
312	0.678493
313	0.678938
314	0.679736
315	0.679356
316	0.679283
317	0.679668
318	0.679882
319	0.679153
320	0.679475
321	0.679157
322	0.68139
323	0.681578
324	0.681286
325	0.680502
326	0.679688
327	0.679939
328	0.679917
329	0.679752
330	0.680282
331	0.680058
332	0.679812
333	0.679255
334	0.678665
335	0.67785
336	0.677326
337	0.676671
338	0.676576
339	0.676514
340	0.676597
341	0.676886
342	0.677372
343	0.677276
344	0.677291
345	0.67822
346	0.677365
347	0.677346
348	0.677656
349	0.678126
350	0.677601
351	0.677353
352	0.677404
353	0.678519
354	0.67894
355	0.67895
356	0.678602
357	0.678018
358	0.677586
359	0.677462
360	0.677555
361	0.677483
362	0.677435
363	0.676963
364	0.676605
365	0.676215
366	0.676185
367	0.676046
368	0.675378
369	0.674979
370	0.675613
371	0.674939
372	0.674846
373	0.674514
374	0.674852
375	0.674373
376	0.674679
377	0.67495
378	0.674258
379	0.67437
380	0.67419
381	0.673518
382	0.673909
383	0.674217
384	0.674744
385	0.674327
386	0.674816
387	0.675065
388	0.674806
389	0.675697
390	0.675164
391	0.675255
392	0.675058
393	0.676565
394	0.676154
395	0.676218
396	0.675995
397	0.67591
398	0.676262
399	0.676189
400	0.675897
401	0.6758
402	0.675203
403	0.675431
404	0.674919
405	0.674925
406	0.674482
407	0.674113
408	0.673654
409	0.673646
410	0.675214
411	0.674565
412	0.673777
413	0.673689
414	0.673407
415	0.673679
416	0.674278
417	0.674424
418	0.673942
419	0.673901
420	0.674945
421	0.675009
422	0.6752
423	0.674773
424	0.67466
425	0.67406
426	0.673569
427	0.673715
428	0.673273
429	0.67347
430	0.674171
431	0.673879
432	0.673754
433	0.67344
434	0.673306
435	0.673302
436	0.672831
437	0.672945
438	0.673013
439	0.67342
440	0.672847
441	0.67256
442	0.67246
443	0.672545
444	0.67251
445	0.673201
446	0.672785
447	0.672502
448	0.672443
449	0.672455
450	0.672124
451	0.671774
452	0.671373
453	0.671407
454	0.671291
455	0.67114
456	0.670726
457	0.671457
458	0.671591
459	0.671912
460	0.671472
461	0.670995
462	0.670843
463	0.671086
464	0.670667
465	0.670347
466	0.670349
467	0.670436
468	0.670757
469	0.670263
470	0.66975
471	0.670947
472	0.670517
473	0.6703
474	0.670486
475	0.669926
476	0.67021
477	0.670181
478	0.670054
479	0.670373
480	0.670734
481	0.670996
482	0.670752
483	0.670429
484	0.670089
485	0.670086
486	0.670052
487	0.66972
488	0.669715
489	0.669801
490	0.670213
491	0.669787
492	0.66937
493	0.66926
494	0.669521
495	0.668995
496	0.669016
497	0.668822
498	0.668778
499	0.668652
